leaid,STUSPS,avg_exp_year_perc_Hisp,avg_exp_year_perc_Black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,percent_adq_couns_Hisp,percent_adq_couns_Black,percent_adq_couns_white,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,perc_ap_stem_Hisp,perc_ap_stem_Black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
2009930,KS,0.9974867724867723,NA,0.9976190476190475,NA,0.9952380952380951,NA,1,1,NA,1,NA,1,NA,NA,0,NA,0,NA,0,NA,NA
2009960,KS,0.9654773537291481,0.957177422036476,0.961937547260908,0.9598682114986463,0.9676308594786855,0.9615384615384616,0.960909690570423,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2009990,KS,0.9649130324828594,0.962397258929798,0.9638336654970481,0.9706861239119303,0.9636827488666592,NA,0.9711733482386512,0.13513513513513514,0,0.05921052631578947,NA,0,NA,0.21428571428571427,0.8648648648648649,1,0.9407894736842105,NA,1,NA,0.7857142857142857
2010020,KS,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2010050,KS,0.9545634920634921,0.9583333333333334,0.9545249795249795,0.95,NA,NA,0.934375,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,0
2010080,KS,0.8534040671971707,0.8453959833270178,0.8627673652607339,NA,0.9655172413793104,NA,0.8282358036052617,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2010140,KS,0.9560904468886126,0.9630596268663424,0.9628314315777319,0.9664028341319173,0.9669919725641363,0.9651222566490931,0.9648490771143668,0.13434903047091412,0.0889894419306184,0.09873949579831932,0.05569007263922518,0.0967741935483871,0.3,0.09350649350649351,1,1,1,1,1,1,1
2010170,KS,0.9286334610472541,NA,0.9243985699457965,0.9195402298850575,NA,NA,0.9240868454661558,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2010230,KS,0.9712765957446808,0.9249999999999999,0.955654281098546,0.925,0.9142857142857144,NA,0.8999999999999999,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2010260,KS,0.9515027642428785,0.9620038613505747,0.9499884728123045,0.9496677442528737,0.9580818965517242,NA,0.9722404422788606,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2010290,KS,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,NA,0,0,0,NA,NA,0,NA
2010320,KS,0.9805194805194805,0.9523809523809523,0.979764057521743,0.9523809523809523,NA,NA,0.9732142857142857,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2010350,KS,0.851544234918848,0.8448205741626794,0.9008892845220875,0.9290350877192983,0.9333333333333333,NA,0.8967757230915125,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2010410,KS,0.9412901392441034,0.9299516908212561,0.9384916021744667,0.9350566313481915,0.928921568627451,0.9166666666666666,0.9401923173361417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010440,KS,0.9956989247311827,0.9966666666666665,0.9969270360278534,0.9962962962962963,0.9955555555555554,0.9944444444444444,0.9972222222222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010470,KS,0.9343896103896105,0.9414285714285715,0.9349105611369762,0.9400000000000001,NA,NA,NA,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA
2010500,KS,0.9620087008700869,0.9576572831146002,0.9629981303862217,0.9627866502866503,0.9628399706524706,0.9598049754299754,0.9637377480119416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010560,KS,0.9554653088608407,0.9516444225071982,0.9504877173117587,0.9440871068626674,0.921222034130073,NA,0.9502719184607474,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2010590,KS,0.9290506640432858,0.96,0.935681017312701,NA,NA,NA,0.9243613707165109,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2010620,KS,0.9529688418577307,0.9206349206349207,0.9629312802965497,1,1,NA,0.9697656840513984,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0
2010650,KS,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2010680,KS,0.9511232718894009,0.9494592779566032,0.9536342030587944,0.952230681894076,0.9480912232928361,0.9415178571428571,0.9520992872955634,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2010740,KS,0.9368770764119602,0.9285714285714286,0.93562200073828,0.9418604651162791,0.9285714285714286,NA,0.9418604651162791,1,NA,1,1,NA,NA,1,0,NA,0,0,NA,NA,0
2010770,KS,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2010800,KS,0.9705128205128205,0.9507936507936509,0.9563843236409608,0.9023809523809524,0.9674603174603175,1,0.941005291005291,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2010890,KS,0.9460470085470085,0.9391025641025642,0.9495088245088245,0.9230769230769231,0.9615384615384615,NA,0.9412955465587044,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
2010920,KS,0.9400000000000001,NA,0.9607575757575758,0.9833333333333334,0.9833333333333334,NA,0.962651515151515,NA,NA,1,1,1,NA,1,NA,NA,0,0,0,NA,0
2010950,KS,0.8484848484848485,0.8484848484848485,0.8484848484848484,0.8484848484848485,NA,NA,0.8484848484848485,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2010980,KS,0.8842885375494072,0.9039525691699606,0.8823150762281197,0.9229249011857708,NA,NA,0.8456521739130435,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA
2011040,KS,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
2011080,KS,0.9495857827445046,0.9722222222222222,0.9697232450855638,0.9130434782608695,0.9611226132965263,NA,0.9674775707384403,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2011100,KS,0.9869524697110904,0.9809220985691575,0.9811776061776062,0.981981981981982,0.9864864864864865,0.972972972972973,0.9858429858429858,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2011130,KS,0.8988616321949655,0.9450056116722784,0.888267263682546,0.8201058201058201,0.8495031367371794,NA,0.8926946426946427,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2011190,KS,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2011220,KS,0.7085836065573771,0.9098360655737704,0.7468804282368685,0.9098360655737704,0.758,NA,0.7990725995316159,1,NA,1,NA,1,NA,1,0,NA,0,NA,0,NA,0
2011250,KS,0.9616459627329192,0.9622448979591837,0.9648351648351648,0.9666666666666667,0.961344537815126,NA,0.9710963455149503,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2011280,KS,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
2011310,KS,0.9562874232685553,0.9579951298701299,0.959619745334031,0.955988455988456,0.9504067361210219,NA,0.9605216212359069,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2011370,KS,0.9635650792497961,0.9611615872048981,0.9650120167893081,0.9701376855610283,0.9612941533845488,0.972972972972973,0.9603610389524184,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011400,KS,0.9642129629629629,NA,0.9640927419354839,NA,NA,NA,0.96,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2011430,KS,0.9888736263736264,0.9653846153846154,0.9909981439472055,1,0.9884615384615385,NA,0.9913461538461539,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2011490,KS,0.9751656844288626,0.9710606694030607,0.977884563163355,0.977718723120061,0.9768983857858538,0.9393939393939394,0.9768207702990311,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2011520,KS,0.9202891032956393,0.9176781823840647,0.9125309383012464,NA,0.9163727219282775,NA,0.9067123145554519,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2011550,KS,1,NA,1,1,1,NA,1,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,0
2011610,KS,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,NA,0.9411764705882352,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2011640,KS,0.9411528078550926,0.934409307811547,0.9428809793491382,0.9383483505419982,0.9366134612725612,0.9338285230926687,0.9368200317610748,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2011700,KS,0.930519584332534,NA,0.9302349836107444,0.9320143884892086,0.9315747402078337,NA,0.93189448441247,0,NA,0,0,0,NA,0,0,NA,0,0,0,NA,0
2011760,KS,0.8810325476992144,0.9382716049382716,0.877914951989026,NA,NA,NA,0.8810325476992144,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2011790,KS,0.9916666666666667,NA,0.967037037037037,NA,1,NA,0.958974358974359,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
2011820,KS,1,1,1,NA,1,1,1,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
2011850,KS,0.9202195171306821,0.9348378215485911,0.8700151024278279,0.8552496699412474,0.9380720786387047,0.8711945378772077,0.9292102669443429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011880,KS,1,NA,1,1,1,NA,1,1,NA,1,1,1,NA,1,0,NA,0,0,0,NA,0
2011910,KS,0.8611111111111113,0.8333333333333334,0.86181640625,0.90625,NA,NA,0.8854166666666667,1,NA,1,1,NA,NA,1,0,NA,0,0,NA,NA,0
2011970,KS,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2012000,KS,0.956613774761916,0.9587256094797507,0.9556309891309693,0.9560524432543427,0.9502041588283806,0.9670416283467078,0.9519679855143622,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2012030,KS,0.9772727272727273,0.9791666666666667,0.9810357403355217,NA,1,NA,0.9791666666666667,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2012060,KS,0.9317738791423001,0.9025341130604289,0.9141313198608336,0.8830409356725145,0.9122807017543859,NA,0.8830409356725146,1,1,1,NA,1,NA,NA,0,0,0,NA,0,NA,NA
2012090,KS,0.9296697189013775,0.85,0.9303259362086647,NA,NA,0.9567099567099567,NA,0.9459459459459459,1,0.9239130434782609,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2012120,KS,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,NA,0,0,0,NA,0,NA,NA
2012150,KS,0.95,NA,0.95,NA,NA,NA,0.95,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2012180,KS,0.9755651755651756,0.9706968158744808,0.9739172403973398,0.9673202614379084,0.9652777777777777,0.9772727272727273,0.9772155517438538,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2012210,KS,0.9230717171542295,0.9287554250318235,0.9264825526034907,0.9214163288625296,0.9069701009331556,1,0.9255262129746519,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2012260,KS,0.9325361323102841,0.9310183747749975,0.9343479685933084,0.9379712252923126,0.9241631113393206,0.9290538511985013,0.9366937969356878,0.03697617091207888,0.05507246376811594,0.06108442004118051,0,0.08823529411764706,0,0.061170212765957445,0.9548069022185702,0.9333333333333333,0.9334248455730954,1,0.9117647058823529,1,0.9335106382978723
2012300,KS,0.9746711831303977,0.9744880832494127,0.9832120205145047,0.9791297704622008,0.9868430867927344,NA,0.9805723397113125,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2012330,KS,0.9271794871794871,0.9333333333333333,0.9294065934065935,NA,NA,NA,0.9333333333333333,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
2012360,KS,0.9127008406662386,0.9115498311680502,0.9115554574412825,0.9147063144834792,0.9158590360309375,0.8948769773897107,0.9061159199779812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012390,KS,0.8767129010695187,0.909375,0.8847372857768612,0.891452205882353,0.886770972593583,NA,0.8800499247994652,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2012420,KS,0.8971458398580228,0.8929569892473118,0.9018719158747603,0.9386666666666666,0.8863031955171892,NA,0.8964516129032258,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2012450,KS,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2012510,KS,0.9573379291836496,0.9606911047247182,0.958092638862195,0.9683641267954994,0.9686882190892887,0.9586834733893557,0.9524121891180715,0,0,0,0,0,NA,0,0.9,0.9310344827586207,0.9353970390309556,0.8888888888888888,0.75,NA,0.9629629629629629
2012540,KS,0.9052,NA,0.9130704225352112,NA,0.892,0.892,0.9213333333333334,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2012600,KS,0.9958333333333332,NA,0.9972472924187726,NA,NA,NA,0.9972222222222222,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2012630,KS,0.9339677047289503,0.9381127450980392,0.9339981375135806,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2012810,KS,1,1,1,1,1,NA,1,0.6,0,0.4095238095238095,0.5,NA,NA,0.5714285714285714,0,0,0,0,NA,NA,0
2012840,KS,0.9010544263014404,0.8959902001525389,0.901775391687391,0.8918025225316688,0.8959784524162117,0.8640483383685801,0.9085551180664475,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1
2012870,KS,0.9845589654506851,1,0.9864890947693495,0.9363057324840764,NA,NA,0.9840764331210191,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2012900,KS,0.9444444444444444,NA,0.9489795918367347,NA,0.8888888888888888,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA
2012990,KS,0.9039454169116872,0.8908990644217578,0.9145096630941448,0.9130500085354776,0.909769605599403,0.8976049190555275,0.9049820984705568,0.0065256525652565255,0.021048451151707705,0.016078713702903768,0,0.005952380952380952,0,0.00878048780487805,0.9655715571557155,0.9440031771247022,0.9397648188144948,0.9904109589041096,0.9583333333333334,0.9736842105263158,0.9541463414634146
2013020,KS,0.9092592592592592,0.9654320987654321,0.9253333333333332,NA,0.8962962962962963,NA,0.976068376068376,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2013050,KS,0.9118415048073732,0.9028592480021951,0.9056699769942642,0.9168654699542891,0.8434643233987361,0.9271654746622654,0.9027318433982402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013110,KS,1,0.9559471365638766,0.9679356047991932,0.9559471365638766,0.9559471365638766,NA,0.9650615221023849,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2100030,KY,0.9764633970695172,0.9778942870291237,0.9752633097941353,0.9769903359410952,1,NA,0.9732114411129598,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2100070,KY,0.9635475002545566,0.9736255157800825,0.9677607604763101,0.9640905542544886,0.9047619047619048,1,0.9853239656518344,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2100081,KY,0.9682506319027133,0.9744978281715517,0.974435477754115,0.969397421452216,0.9657534246575342,0.9807692307692308,0.9715337917082965,0,0,0,0,NA,0,0,1,1,0.9516757599376462,1,NA,1,0.875
2100094,KY,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,NA,NA,NA,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA
2100095,KY,0.9200000000000002,0.9200000000000002,0.9200000000000002,0.92,NA,NA,0.92,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2100120,KY,0.945395696294128,0.948413742049229,0.9459241963719649,0.9485223872880575,0.9302036761053154,NA,0.9435358070630077,0,0,0,0,0,NA,0,0.9375,0.8823529411764706,0.9790836653386454,1,1,NA,0.9607843137254902
2100150,KY,0.9340048351848947,0.9443309067812781,0.9392754262075463,0.9304919297435804,0.9694252873563217,0.9252136752136753,0.9416188985466315,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2100180,KY,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2100210,KY,0.926188025210084,0.9322464228934817,0.929173726056079,0.9215644257703081,0.9426666666666668,NA,0.9296204266321914,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2100240,KY,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,NA,NA,0.9512195121951219,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2100270,KY,0.9543219937956781,0.9487405512300656,0.9549940281044891,0.9595682704235337,0.9497607655502392,NA,0.960759028358324,0.075,0.01639344262295082,0.035629453681710214,0,0,NA,0.05405405405405406,0.925,0.9836065573770492,0.9643705463182898,1,1,NA,0.9459459459459459
2100300,KY,0.9475202053462923,0.9374554774554775,0.9375570251884934,0.9359547517442255,0.9522984522984523,0.8864864864864864,0.9531238735060391,0.15384615384615385,0.391304347826087,0.18076398362892224,0.4,0.5,0,0.325,0.8461538461538461,0.6086956521739131,0.8192360163710778,0.6,0.5,1,0.675
2100330,KY,0.991919191919192,0.9944444444444445,0.9928133495286019,0.9907407407407408,1,0.9722222222222222,0.989057239057239,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2100360,KY,0.9873092786478614,0.9904557384872347,0.9749386165438998,0.9695199390398781,0.9671916010498688,1,0.9772528433945756,0,0,0,0,0,NA,0,0.9565217391304348,0.5,0.9487179487179487,1,0.8333333333333334,NA,0.8666666666666667
2100390,KY,0.9562035523591588,0.9581897451963242,0.9528759383394616,0.9814814814814815,0.9722222222222222,0.9444444444444444,0.949513176881598,0.14285714285714285,0,0.04613297150610583,0,0,0,0,0.8571428571428571,1,0.9538670284938942,1,1,1,1
2100420,KY,0.9543010752688171,0.9318181818181818,0.9587527964205816,0.9166666666666666,NA,0.9583333333333333,0.9634502923976608,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0
2100480,KY,0.9567480453862404,0.9531380119615414,0.9601552111476327,0.968430615489439,NA,1,0.959330055089289,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
2100510,KY,0.9562719306485025,0.9554303432168784,0.9632518550550736,0.9703110783475971,0.9655002972381849,0.9610390863221864,0.9594832309875375,0.03258145363408521,0.06015037593984962,0.03172782874617737,0.007407407407407408,0,0.041666666666666664,0.03015075376884422,0.9674185463659147,0.9398496240601504,0.9682721712538226,0.9925925925925926,1,0.9583333333333334,0.9698492462311558
2100540,KY,0.9515332150923211,0.9709210850025459,0.9559137276511571,0.9639718489021624,NA,NA,0.9566165320769601,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2100570,KY,0.9379005654168823,0.9324362179502489,0.9559395917613437,0.9497923185242658,0.9502988521002198,0.959184527540329,0.9413944603352482,0,0,0,0,0,0,0,0.9617224880382775,0.964,0.9745762711864406,1,1,1,0.8611111111111112
2100620,KY,0.9532152599486521,0.9609756097560975,0.959114525421156,0.9682055749128919,0.9649122807017543,0.9736842105263157,0.9632083256922795,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2100630,KY,0.9249111903492402,0.9446162159226675,0.9293525176779105,0.9514750810718553,0.9325807809275551,0.9212903225806451,0.9281426169299526,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2100660,KY,0.9791762013729977,NA,0.984750223015165,NA,1,NA,0.9858439201451905,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
2100690,KY,0.9942678011643529,0.9782214156079854,0.9726469012557003,0.9579638752052545,0.9857142857142858,NA,0.9770114942528735,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2100720,KY,0.9784725787611211,0.9786572177355485,0.9752601918793499,0.9767591794430819,0.9793660594833795,0.9612403100775194,0.9786805196004729,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2100750,KY,0.9615568626812478,0.9636918326963219,0.9600456668262116,0.9605982216253409,0.9525785589617637,0.9718982387475539,0.9616334910875657,0.008264462809917356,0,0.004615384615384616,0,0,0,0.011363636363636364,0.5537190082644629,0.5769230769230769,0.6966666666666667,0.59375,1,1,0.5795454545454546
2100780,KY,0.9750062484378905,NA,0.9750062484378905,0.9750062484378905,0.9750062484378905,NA,0.9750062484378905,0,NA,0,0,0,NA,0,1,NA,1,1,1,NA,1
2100810,KY,0.9591771134683381,0.9782953181272509,0.9490920188971109,0.9432268907563024,1,NA,0.9578583433373349,0.025,0.8333333333333334,0.004868549172346641,0,0,NA,0.06666666666666667,0,0,0,0,0,NA,0
2100840,KY,0.9605,0.9546875,0.9561992459396752,0.9895833333333334,1,NA,0.939525,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2100870,KY,0.9752744978040175,0.9722633790358249,0.9728944613381914,0.9719959365325077,0.9736842105263158,0.9705882352941176,0.9723566729323309,0,0,0,0,NA,0,0,1,1,0.9658952496954933,1,NA,1,0.9714285714285714
2100900,KY,0.9462971219709787,0.9359442852428022,0.9521966641306502,0.954091230371619,0.9466374269005848,0.9033090467516697,0.9382159693587842,1,1,1,1,NA,NA,1,0.9655172413793104,0.96,0.9818709209572154,1,NA,NA,0.88
2100930,KY,0.9584592435987784,0.9588029812690008,0.9603515995334178,0.959373063973064,NA,NA,0.9593888167388168,0,0,0.046218487394957986,0,NA,NA,0.10714285714285714,1,1,0.9537815126050421,1,NA,NA,0.8928571428571429
2100960,KY,0.9094601051122789,0.8888888888888888,0.904539385847797,0.8974358974358975,NA,NA,0.9216117216117217,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2100990,KY,0.8666462112678425,0.850381531923114,0.8557832279402345,0.8687739463601533,0.9166666666666666,NA,0.8606697035506824,0,0,0,0,NA,NA,0,1,1,0.9643652561247216,1,NA,NA,1
2101020,KY,0.9608669119413836,0.9589067828136907,0.9603897793449473,0.9627116537433391,0.96,0.9307192593457035,0.9708774923973371,0,0,0,0,NA,0,0,0.3076923076923077,0.8,0.43855421686746987,0.2,NA,0.3333333333333333,0.25
2101050,KY,0.8972271170632473,0.9389892477619854,0.9184569827147372,0.9063608888166832,0.9289882476619754,0.842170160295931,0.9224290276534082,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2101110,KY,0.9637301587301587,0.96234335839599,0.9625640667225794,0.9464285714285714,0.956547619047619,NA,0.9630782312925171,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2101150,KY,0.9287606868670408,0.925617536679274,0.9355739928907899,0.9297794445492653,0.9303032965225805,0.933554276185083,0.9304624331818314,0.013793103448275862,0.027149321266968326,0.014684287812041116,0,0,0,0.0297029702970297,0.9724137931034482,0.9513574660633484,0.9478707782672541,1,1,1,0.9504950495049505
2101200,KY,0.9103783450322497,0.9025831454294896,0.907189667925156,0.9092824863045451,0.9282275812422871,0.925,0.9174822974695097,0,0,0,0,0,0,0,0.9879518072289156,0.9464285714285714,0.9817784256559767,1,1,1,1
2101230,KY,0.9322389941392939,0.9297255678380906,0.9390415188153616,0.951858486341245,0.85,0.9310344827586207,0.9449750005380085,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2101260,KY,0.8979426322699435,0.9747078760770443,0.9151742326291274,0.8629531388152077,0.9310344827586207,0.9705882352941176,0.9442190669371197,0,0,0,0,0,NA,0,0.9310344827586207,0.10526315789473684,0.9078694817658349,1,1,NA,1
2101290,KY,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2101320,KY,0.974711479338452,0.9763076923076923,0.9779953667524208,0.9891185089420383,1,0.9652941176470589,0.9758230613200187,0,NA,0.025380710659898477,0,0.3333333333333333,NA,0,1,NA,0.9005076142131979,1,0.6666666666666666,NA,1
2101380,KY,0.9715351506456241,0.9539024390243902,0.9669740853658537,0.975609756097561,0.9742439024390244,NA,0.9672913992297818,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
2101410,KY,0.8983101851851852,0.9049007936507937,0.9065066214470284,0.9143749999999999,NA,NA,0.9070687134502924,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2101440,KY,0.9681829526846552,0.9577119001191767,0.9560044080976635,0.9452355500384756,0.9657998103751863,NA,0.9581364453121556,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2101470,KY,0.9052666036606618,0.914990246618508,0.9080721663045814,0.9213047625375631,0.896337045950195,0.910568203559894,0.9114325134135609,0.01680672268907563,0.08928571428571429,0.0531129088990503,0,0,0,0.0707070707070707,0.9663865546218487,0.8660714285714286,0.9370383397819205,1,1,1,0.9090909090909091
2101500,KY,0.9901719901719902,1,0.9765591841661573,0.9754299754299754,NA,0.9672399672399673,0.9870684081210397,0,NA,0,0,NA,0,0,1,NA,1,1,NA,1,1
2101530,KY,0.8312626262626263,0.8367424242424242,0.8341503088788975,0.825,NA,NA,0.8265656565656564,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2101620,KY,0.9740056818181818,0.9393939393939394,0.974913362346873,0.9695075757575757,0.9797979797979798,NA,0.9768338876570584,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2101650,KY,0.9244615787344422,0.9219649698960044,0.9238604536291668,0.9262960356556416,0.9460317460317459,0.8971538040503557,0.9171468997767466,0,0,0,0,0,0,0,1,0.9545454545454546,0.9572953736654805,1,1,1,1
2101680,KY,0.8725718725718726,0.795673076923077,0.8745276741901622,NA,0.8484848484848485,NA,0.7692307692307693,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA
2101710,KY,0.8798039625992693,0.8762707800996596,0.8776271748313069,0.8401639344262296,0.8401639344262296,NA,0.8649038101654316,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2101740,KY,0.9168318446287232,0.9203991389361293,0.913166783781791,0.9139514930751915,0.8946428571428571,0.9249769174126306,0.9117304535390898,0,0.11842105263157894,0.09032258064516129,0,NA,0,0.109375,1,0.881578947368421,0.9096774193548387,1,NA,1,0.890625
2101760,KY,0.9658119658119658,0.9658119658119658,0.9703381451453431,0.9384615384615385,NA,1,0.9702233250620347,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2101800,KY,0.9250749063670411,0.9250561797752809,0.9250533895667664,0.9250936329588015,0.925,NA,0.9250572201414899,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2101860,KY,0.9455476245633121,0.9347858722969827,0.9478757182251092,0.9547772943794036,0.9511544876587643,0.9603047108709596,0.9430598930703047,0.13669501822600244,0.27288548555516884,0.13174114021571648,0.0872865275142315,0.23809523809523808,0.1111111111111111,0.21729490022172948,0.9258809234507898,0.8297946397493908,0.9177195685670262,0.9715370018975332,0.9047619047619048,0.8888888888888888,0.8580931263858093
2101920,KY,0.9062409812409812,0.9080357142857142,0.9048753364026602,0.9015873015873015,0.85,NA,0.8983928571428571,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2101950,KY,0.9375766232559984,0.9416623699611697,0.9366651026417282,0.9282296320936549,0.9475070224719102,NA,0.941743723071492,0,0,0,0,0,NA,0,0.6,0.5,0.6742567994939912,0.5,0,NA,0.8571428571428571
2101980,KY,0.6770307239057239,0.7223869126043039,0.7295291274817138,0.8030303030303031,0.6458333333333334,NA,0.7104885057471264,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2102010,KY,0.9226375428410196,0.9232459297637339,0.9180251367554095,0.9178002427524902,0.9086735363000915,0.8855799373040751,0.9202916569792177,0.014492753623188406,0.06097560975609756,0.021037868162692847,0,NA,NA,0.08333333333333333,0.9855072463768116,0.9390243902439024,0.9789621318373072,1,NA,NA,0.9166666666666666
