leaid,STUSPS,avg_exp_year_perc_Hisp,avg_exp_year_perc_Black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,percent_adq_couns_Hisp,percent_adq_couns_Black,percent_adq_couns_white,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,perc_ap_stem_Hisp,perc_ap_stem_Black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
4844710,TX,0.9756493506493507,0.9910714285714286,0.9749015748031497,0.9375,NA,NA,0.98046875,0.967741935483871,0.3333333333333333,0.9807692307692307,1,NA,NA,1,0,0,0,0,NA,NA,0
4844730,TX,0.9616720050157012,0.9544348357520703,0.9655259737793579,0.9701062091503267,0.962677035781053,0.9626445729807074,0.9632428119296302,0.8935672514619883,0.9329608938547486,0.818958818958819,0.6470588235294118,0.7857142857142857,0.8,0.8307692307692308,0.8713450292397661,0.9217877094972067,0.811965811965812,0.6470588235294118,0.7857142857142857,0.8,0.8307692307692308
4844800,TX,0.9412756724207298,0.9399569705921869,0.944397443927876,0.9394468671819937,0.9428788818851835,0.9672962056303549,0.9461740880773153,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
4844810,TX,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
4844820,TX,0.9622093023255814,0.9607487922705314,0.9653336686787392,0.9583333333333334,NA,NA,0.9676870748299319,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
4844890,TX,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4844910,TX,0.9230769230769231,0.9230769230769231,0.9230769230769231,NA,NA,NA,0.9230769230769231,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
4844940,TX,0.8852040816326531,0.9285714285714286,0.9100765306122449,NA,NA,NA,0.8928571428571428,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4844960,TX,0.9782655521783736,0.978231571851893,0.9824298540573175,0.9868096627948323,0.9819599510069841,NA,0.9722987041651733,0.5250989377213081,1,0.726027397260274,0.8888888888888888,0.09090909090909091,NA,NA,0.9171006040408248,1,0.958904109589041,1,1,NA,NA
4845000,TX,0.8933371874548345,0.8820638820638821,0.8919745573951181,NA,0.8181818181818182,NA,0.8980343980343981,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
4845040,TX,0.9625782583949914,0.9401709401709402,0.9625749209495492,NA,1,0.9166666666666666,0.9638888888888888,0.9090909090909091,0.5333333333333333,0.9314285714285714,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4845090,TX,0.8754748845015816,0.880720088657937,0.8785453264532406,0.896138955007822,0.8839665173765818,0.8427734131005329,0.881010561894901,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1
4845120,TX,0.8584810496903488,0.8630416000381207,0.8569631063526431,NA,0.79146738090683,NA,0.8898156257430451,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
4845150,TX,0.9404723707664884,0.942937033968517,0.9427555448408872,0.9791666666666667,0.9508169934640522,1,0.9537284610814023,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4845180,TX,0.9843304843304843,0.9779077322936972,0.9825434753750165,1,0.9722222222222222,NA,0.976608187134503,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4845210,TX,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
4845380,TX,0.9125318115753781,0.9091975013141649,0.912188096854418,0.9091002194811256,0.766774193548387,0.766774193548387,0.9146520551742492,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
4845420,TX,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9069767441860465,NA,0.9069767441860466,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4845450,TX,0.9629981024667932,0.9411764705882353,0.9652225755166933,0.9411764705882352,0.9411764705882353,NA,0.9764705882352942,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
4845480,TX,0.9516828872668289,0.941292735042735,0.9495077932731748,0.9638888888888889,0.9449652777777778,1,0.9599867724867724,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
4845540,TX,0.7828627505996167,0.7861747512905146,0.7818212627294234,0.7818299815393946,0.7918180732264076,0.8315900857781031,0.7800934363870207,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4845570,TX,1,1,1,NA,1,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
4845600,TX,0.9830808310621975,0.9817866806640554,0.9821348263774451,0.9838224829022375,0.9813766128051843,0.9687037037037037,0.9822245129084752,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4845630,TX,1,1,1,1,1,1,1,0,0,0,NA,0,NA,0,1,1,1,NA,1,NA,1
4845690,TX,0.9473684210526316,0.9473684210526315,0.9473684210526315,NA,NA,NA,0.9473684210526315,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
4845720,TX,0.8911290610565973,0.8739498286981124,0.889495807380995,0.8955212355212355,0.9071680376028203,0.8972972972972973,0.8961019027515192,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4845780,TX,0.9578038619980596,0.9611865865816114,0.9614712066119769,0.9606692022646444,0.9571377250974369,0.9586415305832591,0.9625725992861736,0.7505827505827506,0.4816955684007707,0.8444302176696543,0.7815126050420168,0.6666666666666666,1,0.6981132075471698,0.745920745920746,0.4605009633911368,0.8399487836107554,0.7815126050420168,0.6363636363636364,1,0.6981132075471698
4845840,TX,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
4845900,TX,0.9234879016149135,0.9233276621488781,0.9309497981033222,0.9378844394808629,0.9272924066464345,0.9519403521379806,0.9220091267107857,0.008683068017366137,0.03636363636363636,0.007462686567164179,0,0,0,0.03076923076923077,0.9913169319826338,0.9636363636363636,0.9925373134328358,1,1,1,0.9692307692307692
4845950,TX,0.9307082551953706,0.9327402806520559,0.9305930388867977,0.9360814817705017,0.9297123102672428,0.9362256101386537,0.9338390815767381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845990,TX,0.9019607843137255,0.9019607843137255,0.9019607843137255,NA,NA,NA,0.9019607843137255,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4846080,TX,1,NA,1,NA,1,NA,1,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0
4846170,TX,0.9084714967067906,0.9261204481792717,0.9106045851817121,NA,0.9523809523809522,NA,0.896358543417367,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
4846200,TX,0.9492471663001184,0.9429347826086957,0.9527958314657105,0.9258893280632411,0.927536231884058,1,0.9429347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846230,TX,0.9240446109215579,0.9251981079170019,0.9205034375693059,0.9265285126396238,0.9093915343915344,0.9093915343915344,0.916074434824435,1,1,1,1,1,1,1,0,0,0,0,0,0,0
4846260,TX,0.9517753047164812,0.9235294117647058,0.9575608253772713,1,NA,NA,0.944385026737968,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4846320,TX,0.9349134484957914,0.9407962109575011,0.9360458923385695,0.9313364055299539,NA,NA,0.9320502394506188,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
4846350,TX,0.959711986764927,0.9618537200504415,0.9645019320467061,0.9540072859744991,0.9614754098360656,NA,0.9609517304189436,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4846380,TX,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
4846410,TX,0.8235294117647058,NA,0.8235294117647057,NA,NA,NA,0.823529411764706,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
4846440,TX,0.9277443438914027,0.9306753171856977,0.9287433815631516,0.9217718487394958,0.9266686274509804,0.9475,0.9237272846638656,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4846470,TX,0.9748843357567746,0.976470588235294,0.9603243056753494,0.8823529411764706,0.9411764705882353,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
4846500,TX,0.866987887183859,0.8651586942659709,0.8647419204630532,0.8652082123089071,0.8695591279990256,0.890679170218812,0.8789767748886994,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4846530,TX,0.9509167329719923,0.9504906582800575,0.9503137636022265,0.9531621420535209,0.9481297235669194,0.9433047148755414,0.9517557027743285,0.04024144869215292,0.017133956386292833,0.032490974729241874,0.0049382716049382715,0.04,0.07142857142857142,0.07079646017699115,0.959758551307847,0.9828660436137072,0.9675090252707581,0.9950617283950617,0.96,0.9285714285714286,0.9292035398230089
4846590,TX,1,NA,1,NA,1,NA,1,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0
4846620,TX,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
4846650,TX,0.8611754087916755,0.8667892156862744,0.8646873455264459,NA,NA,NA,0.8702205882352941,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
4846680,TX,0.9563965602496216,0.9573188252177984,0.9586259215871058,0.956588161967321,0.9507246536199595,0.9519681733847922,0.9560075999309269,0.0186286167261197,0.02185792349726776,0.02,0,0.03333333333333333,0,0,0.8699960364645264,0.8907103825136612,0.8309090909090909,0.9444444444444444,0.8,0.7142857142857143,0.8809523809523809
4846710,TX,0.9663911677813146,NA,0.9520567488309424,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
4846740,TX,0.9071180555555556,0.9212962962962963,0.9120929842228935,NA,NA,NA,0.9212962962962963,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
4846770,TX,0.9523809523809524,0.9523809523809523,0.9523809523809523,NA,NA,NA,0.9523809523809523,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
4899130,TX,0.9333333333333332,NA,0.9333333333333332,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
4900005,UT,0.802273596384495,0.8059089850284819,0.7844004729653091,0.7880302214389452,0.7914403292181071,0.8024417009602195,0.7871740233384068,0,0,0,0,0,0,0,0.7072617246596067,0.7464788732394366,0.5569514237855946,0.8007380073800738,0.625,0.4835164835164835,0.5121951219512195
4900008,UT,0.8846153846153846,0.8846153846153847,0.8846153846153846,NA,0.8846153846153846,NA,0.8846153846153846,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
4900009,UT,0.8309859154929577,0.8309859154929576,0.8309859154929577,0.8309859154929577,0.8309859154929577,NA,0.8309859154929577,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
4900015,UT,0.9134597528075789,0.9401090407177364,0.9097818497537993,0.9062616977225673,0.9461532091097309,0.9302872670807454,0.9124785566400473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900022,UT,0.9333333333333333,0.9333333333333335,0.9333333333333332,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900023,UT,0.7727272727272727,0.7727272727272727,0.7727272727272728,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900025,UT,1,1,1,1,NA,1,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
4900030,UT,0.9342545857702338,0.9339142709757019,0.9388642080628599,0.9322890126924055,0.9314437739913717,0.9324320756955224,0.9379636223745179,0.009017132551848512,0.003278688524590164,0.003140165572366543,0,0.009009009009009009,0.007407407407407408,0,0.49571686203787196,0.5147540983606558,0.5206251784184984,0.5751633986928104,0.5315315315315315,0.5160493827160494,0.5104079933388843
4900033,UT,0.9213483146067417,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9213483146067416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900034,UT,0.7818181818181819,0.7818181818181819,0.7818181818181819,0.7818181818181819,NA,0.7818181818181819,0.7818181818181817,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
4900038,UT,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.891304347826087,NA,0.8913043478260869,0.8913043478260869,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
4900041,UT,0.8741158682745143,0.8797101449275363,0.8895929168521541,0.8707729468599034,0.8618357487922705,0.9161739130434783,0.9118840579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900042,UT,0.687395670490978,0.665183752417795,0.6839964677488855,0.6353688864327162,0.7454545454545455,0.7104272903112361,0.6861776521350991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900043,UT,0.9347826086956522,0.9347826086956521,0.9347826086956522,0.9347826086956521,NA,0.9347826086956522,0.9347826086956522,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
4900044,UT,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900045,UT,0.9056603773584906,0.9056603773584906,0.9056603773584907,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.9056603773584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900049,UT,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900051,UT,0.9428571428571428,0.9428571428571428,0.942857142857143,0.9428571428571428,NA,NA,0.9428571428571428,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
4900052,UT,0.8760975609756098,0.8760975609756098,0.8760975609756098,0.8760975609756099,NA,NA,0.8760975609756096,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
4900056,UT,0.9782608695652173,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,NA,0.9782608695652174,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
4900058,UT,0.9118424919188951,0.9118424919188951,0.911842491918895,0.9118424919188952,0.9118424919188952,0.9118424919188951,0.9118424919188951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900060,UT,0.9413586986689804,0.955150462962963,0.9418619333417126,0.929584939388861,0.9601032239819004,0.9538336250016114,0.943422853471873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900061,UT,0.8697916666666666,0.8697916666666666,0.8697916666666665,0.8697916666666666,0.8697916666666666,0.8697916666666666,0.8697916666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900065,UT,0.8909090909090909,0.8909090909090908,0.8909090909090909,0.8909090909090909,0.8909090909090909,0.890909090909091,0.8909090909090909,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4900068,UT,0.8,0.8,0.8,0.8,0.8000000000000002,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900069,UT,0.7922182487399878,0.7997364953886693,0.8046788703903328,0.7793880837359098,NA,0.8156199677938808,0.7739624505928854,1,1,1,1,NA,1,1,0,0,0,0,NA,0,0
4900090,UT,0.9272801921929978,0.9256529810482981,0.9273052999317297,0.9162824599934575,0.9275535549877769,0.9178703402922349,0.924881036356543,0.06208425720620843,0,0.026840287005049163,0.029411764705882353,0.0625,0,0.07272727272727272,0.5099778270509978,0.6785714285714286,0.5641775179378156,0.6764705882352942,0.46875,0.5652173913043478,0.6181818181818182
4900120,UT,0.915663096708427,0.9199655668825167,0.9078049590541525,0.9090712710356957,0.8934978064062251,0.881445773927094,0.8921449508728607,0.07007575757575757,0.1,0.020306672192291753,0.05405405405405406,0,0.1,0,0.21401515151515152,0.14,0.2753833402403647,0.21621621621621623,0.2222222222222222,0.3,0.33766233766233766
4900123,UT,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1
4900124,UT,0.8857142857142858,0.8857142857142858,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8857142857142858,0.8857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900125,UT,0.8823529411764707,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,NA,0.8823529411764707,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4900130,UT,0.9894736842105263,0.9894736842105263,0.9894736842105262,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.9894736842105262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900131,UT,0.7903225806451613,NA,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.7903225806451614,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1
4900132,UT,0.833076923076923,0.833076923076923,0.833076923076923,0.833076923076923,0.833076923076923,0.833076923076923,0.833076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900133,UT,0.875,0.875,0.875,0.875,0.875,NA,0.875,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4900137,UT,0.9585035362548748,0.9571607254534082,0.9576445676993213,0.9584603658536586,0.9647357723577236,0.9566714490674317,0.9594360837225394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900138,UT,0.9333333333333333,0.9333333333333332,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900140,UT,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703705,0.8703703703703703,0.8703703703703703,0.8703703703703705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900142,UT,0.8973740977802769,0.8968314835170227,0.9054835257026712,0.8941104797393884,0.9134192631012448,0.8895282642299339,0.9105964316857331,0.3521388716676999,0.3269230769230769,0.1535885167464115,0.3951890034364261,0.3958333333333333,0.2616279069767442,0.21272365805168986,0.9144451332920025,0.9294871794871795,0.9125598086124402,0.8556701030927835,0.9583333333333334,0.9651162790697675,0.9145129224652088
4900144,UT,0.891891891891892,0.8918918918918919,0.8918918918918919,0.8918918918918918,0.8918918918918919,0.8918918918918919,0.8918918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900150,UT,0.9297844218128872,0.9260940522243715,0.9353775140826032,0.9393617021276596,0.9510676767268295,0.8926136363636363,0.9372546747209065,0.09868421052631579,0.3333333333333333,0.07469342251950947,0,0.6666666666666666,NA,0.09090909090909091,0.8026315789473685,0.6666666666666666,0.8383500557413601,1,0.3333333333333333,NA,0.45454545454545453
4900151,UT,0.9635714285714284,0.9635714285714285,0.9635714285714285,0.9635714285714285,0.9635714285714285,0.9635714285714285,0.9635714285714285,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4900156,UT,0.9298245614035088,0.9298245614035089,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9298245614035088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900165,UT,0.6666666666666666,0.6666666666666666,0.6666666666666666,NA,NA,0.6666666666666666,0.6666666666666666,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0
4900166,UT,0.8888888888888888,0.8888888888888888,0.8888888888888887,0.888888888888889,NA,NA,0.8888888888888888,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
4900172,UT,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900174,UT,0.8863502935420743,0.8807142857142857,0.8867753448442172,0.886904761904762,0.8571428571428571,0.8942857142857144,0.8894324853228963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900175,UT,0.9612403100775194,0.9612403100775194,0.9612403100775194,0.9612403100775194,NA,0.9612403100775195,0.9612403100775194,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
4900176,UT,0.4126984126984127,0.4126984126984127,0.4126984126984127,0.4126984126984127,0.41269841269841273,0.4126984126984127,0.4126984126984127,1,1,1,1,1,1,1,0.6303030303030303,0.8181818181818182,0.6709796672828097,1,0.5833333333333334,0.5,0.75
4900179,UT,0.9677419354838709,NA,0.967741935483871,0.967741935483871,NA,0.967741935483871,0.9677419354838711,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0
4900180,UT,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
4900181,UT,0.9722222222222223,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900182,UT,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900183,UT,NA,NA,0.8390000000000001,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
4900186,UT,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.7866666666666666,NA,0.7866666666666665,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
4900188,UT,0.9375,NA,0.9375,NA,0.9375,0.9375,0.9375,1,NA,1,NA,1,1,1,0,NA,0,NA,0,0,0
4900196,UT,NA,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA
4900210,UT,0.9438495235960398,0.9426215917636431,0.9456056561261792,0.9462044737198151,0.9384844219620422,0.9472368559741179,0.9450170744059888,0.011694152923538231,0.012106537530266344,0.0034278703904163962,0.002066115702479339,0.03007518796992481,0.0024752475247524753,0.002607561929595828,0.4449775112443778,0.5012106537530266,0.47604099011330014,0.5743801652892562,0.47368421052631576,0.4975247524752475,0.43285528031290743
4900240,UT,0.901506262559787,0.8958206610564968,0.8933755253166724,0.8901914436455097,0.8804448912266158,0.8994148293566898,0.8988210279570027,0,0,0,0,0,0,0,0.5517241379310345,0.16666666666666666,0.5060483870967742,0.6,0.8773584905660378,0.6666666666666666,0.6904761904761905
4900270,UT,0.8526350120043042,0.9133744673708603,0.9468076908600883,0.9696693964209887,0.9713712802884777,0.9696693964209888,0.9485378654043338,0.6901408450704225,0.16666666666666666,0.06902356902356903,0,0,0,0,0,0,0,0,0,0,0
4900300,UT,0.9127747252747253,0.9761904761904763,0.9324652487020599,0.875,0.9001623376623376,0.9285714285714286,0.9545454545454546,1,1,1,1,1,NA,NA,0,0,0,0,0,NA,NA
4900330,UT,0.9902031063321387,0.9907834101382489,0.9903196823464626,0.985663082437276,0.9903596588802372,1,0.9912023460410556,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4900360,UT,0.9350318064318996,0.9283207228744075,0.9413173072099679,0.9342875218804038,0.9312404259620555,0.9372426274700744,0.9359570332220989,0.037376779846659366,0.036734693877551024,0.02158638787776179,0.009861932938856016,0.06547619047619048,0.0282021151586369,0.042682926829268296,0.8484392113910186,0.780952380952381,0.7661051384068399,0.8264299802761341,0.7857142857142857,0.854289071680376,0.7804878048780488
4900390,UT,0.9183192926831731,0.9274366367841997,0.9329695666384491,0.9426918327955279,0.9259488406699762,0.9253591670598724,0.9191257478971385,0.06363636363636363,0.20833333333333334,0.04535909281814364,0,0.07777777777777778,0.0625,0.0392156862745098,0,0,0,0,0,0,0
4900420,UT,0.9172499349196241,0.9203960851339574,0.9192363086945635,0.9192592248259805,0.9237535722579617,0.916086318765402,0.9188378893075094,0.025935025935025936,0.030534351145038167,0.016332629192642587,0.004761904761904762,0.06578947368421052,0.02391304347826087,0.01288936627282492,0.4742014742014742,0.5190839694656488,0.4895666958627441,0.4666666666666667,0.39473684210526316,0.47391304347826085,0.45435016111707843
4900450,UT,0.880951677328034,0.8918314170873061,0.885099449643899,0.908589209818718,0.8748887815652631,0.9153287851335199,0.8961763470388733,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0
4900480,UT,0.9988165680473372,1,0.9957371794871795,1,1,1,0.9983277591973243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900510,UT,0.8643031762632422,0.8637081595968663,0.8738063065667543,0.8813796999257961,0.8618753520068382,0.8565587166746628,0.8686230665504054,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4900540,UT,0.9081537130194874,0.9591836734693877,0.9047577883505983,0.8621825257105393,0.8694967798274748,0.8183306055646481,0.892118866373149,0.43333333333333335,0,0.3953147877013177,0.7777777777777778,0.8,NA,0.3684210526315789,0,0,0,0,0,NA,0
4900570,UT,0.8838488558244656,0.8960248140126189,0.8871717363035171,0.9050004708541294,0.8723474096296396,0.9103848689214543,0.8865381531828466,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4900600,UT,0.9339550962186352,0.9326402037915585,0.9408733330119377,0.9525665894945529,0.9181551183989843,0.9237556046091024,0.9396828979322047,0,0,0,0,0,0,0,0.49642857142857144,0.4639175257731959,0.4985563041385948,0.5483870967741935,0.3181818181818182,0.375,0.5342465753424658
4900630,UT,0.8309851587022461,0.835635115779822,0.8206059180681102,0.813862124561435,0.8267183919759981,0.8199694685804713,0.8192348442719525,0.040861402540033134,0.028037383177570093,0.01585548631379664,0,0.09433962264150944,0.02608695652173913,0.01532567049808429,0.3865267807840972,0.4766355140186916,0.3780862980200363,0.375,0.5094339622641509,0.3739130434782609,0.41379310344827586
4900660,UT,0.9709369985984168,0.9910098891219657,0.9857052789471789,0.9700329637398861,0.9841807939837608,0.9895833333333334,0.9924166006678368,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
4900690,UT,1,1,1,NA,1,1,1,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0
4900750,UT,0.9663196147061399,0.9661532332994925,0.9708891135915912,0.9722752300310913,0.9044715447154471,0.9833304233676708,0.9599704118741897,1,1,1,1,1,1,1,0.5891891891891892,0.5714285714285714,0.6056701030927835,0.5102040816326531,0,0.6666666666666666,0.7291666666666666
4900780,UT,0.8977355734112491,0.7443389335281227,0.8641800584368152,NA,0.7443389335281227,NA,NA,1,1,1,NA,1,NA,NA,0,0,0,NA,0,NA,NA
4900810,UT,0.9022712501970037,0.9026153385094248,0.9235487073328513,0.9124926994873436,0.906654232057886,0.9062060217644952,0.911374955617867,0.06035889070146819,0.19230769230769232,0.03255713669685209,0.02564102564102564,0.10909090909090909,0.014388489208633094,0.007751937984496124,0.9380097879282219,0.7692307692307693,0.9667960327727468,0.9743589743589743,0.8727272727272727,0.9856115107913669,0.9922480620155039
4900840,UT,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0
4900870,UT,0.9915516547591561,0.9912050054282479,0.9916953089297154,0.9883172472951351,0.9899410526750558,0.992732375271961,0.9944863197302477,0.09174636911087496,0.05802047781569966,0.03599476439790576,0.0078125,0.12121212121212122,0.08539944903581267,0.02120141342756184,0.852993269571378,0.9078498293515358,0.8867801047120419,0.9765625,0.8484848484848485,0.9035812672176309,0.9257950530035336
4900900,UT,0.9767538633406347,0.9824561403508771,0.976986185333691,0.9826086956521738,0.9426321863199868,0.9504195270785659,0.9714226450948118,0.3548387096774194,0,0.5054229934924078,0.5,0.6014598540145986,0.5,0.5833333333333334,0,0,0,0,0,0,0
4900930,UT,0.9608847461284319,0.9721749734404282,0.9615383277515178,0.9555192614403141,0.9360073200657247,0.9372098043656748,NA,0.03076923076923077,0,0.031906614785992216,0,0.017241379310344827,0,NA,0,0,0,0,0,0,NA
4900960,UT,0.9617455876492893,0.9701450708535729,0.9632523923927796,0.9844924812030076,0.9658155839375936,0.954122318783973,0.956950355222154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
